id_apto,cc_postulado,fecha,ocupacion,interes,estado
7859625,1049916034,2023-02-18,Otra,Apartamento completo,pendiente
7942364,1670978585,2022-12-23,Docente,Habitación,pendiente
7916761,1762980913,2023-01-30,Colaborador,Habitación,pendiente
7117988,1137194502,2023-01-13,Estudiante,Apartamento completo,pendiente
7683139,1576269025,2022-11-03,Estudiante,Habitación,pendiente
7961021,1929953336,2023-01-16,Estudiante,Habitación,pendiente
7791348,1271201792,2023-02-13,Estudiante,Apartamento completo,pendiente
7922162,1065339104,2023-01-01,Otra,Habitación,pendiente
7938854,1381561031,2022-11-03,Estudiante,Habitación,pendiente
7966273,1122093672,2023-02-22,Estudiante,Habitación,pendiente
7961623,1220676756,2022-12-04,Otra,Habitación,pendiente
7974549,1626677082,2023-03-14,Otra,Habitación,pendiente
7172507,1660923520,2023-01-05,Colaborador,Habitación,pendiente
7946654,1163228779,2023-01-11,Docente,Apartamento completo,pendiente
7891145,1228658765,2022-12-02,Colaborador,Apartamento completo,pendiente
7943309,1110542758,2022-11-22,Docente,Apartamento completo,pendiente
7955918,1082894109,2022-12-02,Colaborador,Apartamento completo,pendiente
7968687,1643759000,2023-03-08,Estudiante,Habitación,pendiente
7632739,1187137703,2022-12-05,Colaborador,Apartamento completo,pendiente
7689670,1182197096,2023-03-08,Docente,Apartamento completo,pendiente
7942355,1740291747,2023-03-13,Otra,Apartamento completo,pendiente
7365576,1218178061,2022-11-15,Docente,Habitación,pendiente
7972667,1441613369,2022-12-06,Otra,Apartamento completo,pendiente
7936927,1734507284,2023-02-19,Docente,Habitación,pendiente
7967012,1721837297,2022-12-07,Otra,Apartamento completo,pendiente
7910114,1555162555,2022-12-29,Otra,Habitación,pendiente
4678332,1629825177,2022-11-08,Otra,Habitación,pendiente
7966603,1590986538,2022-11-06,Docente,Apartamento completo,pendiente
7958464,1264429688,2023-01-31,Colaborador,Apartamento completo,pendiente
7326180,1199899606,2022-11-16,Docente,Apartamento completo,pendiente
7968068,1368219064,2023-03-12,Docente,Habitación,pendiente
7919817,1510189868,2022-11-02,Estudiante,Apartamento completo,pendiente
7919797,1944356371,2022-11-15,Colaborador,Habitación,pendiente
7958115,1203444920,2022-12-12,Estudiante,Apartamento completo,pendiente
7961219,1023231107,2022-12-31,Docente,Habitación,pendiente
7969077,1223409430,2023-01-15,Docente,Habitación,pendiente
7938604,1609553518,2023-01-18,Otra,Apartamento completo,pendiente
7191358,1792454467,2023-02-28,Colaborador,Habitación,pendiente
7972580,1201737821,2022-11-28,Colaborador,Apartamento completo,pendiente
7939254,1476421279,2023-03-13,Docente,Habitación,pendiente
5713019,1661419041,2023-01-25,Colaborador,Habitación,pendiente
7969080,1672712201,2023-01-26,Docente,Apartamento completo,pendiente
5598675,1551097621,2023-02-16,Estudiante,Apartamento completo,pendiente
7391122,1387768341,2022-12-13,Estudiante,Habitación,pendiente
7854815,1338084662,2023-01-03,Estudiante,Apartamento completo,pendiente
7933480,1203650232,2023-03-10,Estudiante,Apartamento completo,pendiente
5655109,1058026843,2023-01-11,Docente,Habitación,pendiente
6841831,1974629715,2023-01-18,Estudiante,Habitación,pendiente
7969879,1445490082,2023-02-10,Otra,Apartamento completo,pendiente
7896339,1548794066,2022-11-14,Otra,Habitación,pendiente
6589663,1889191521,2022-11-21,Colaborador,Apartamento completo,pendiente
7954789,1831016470,2022-12-05,Colaborador,Apartamento completo,pendiente
7883023,1845714130,2022-12-12,Colaborador,Apartamento completo,pendiente
7774349,1234281249,2022-11-10,Docente,Apartamento completo,pendiente
7022049,1481532182,2023-02-11,Otra,Habitación,pendiente
5060020,1818170357,2023-02-15,Docente,Habitación,pendiente
7941919,1659460846,2023-01-04,Docente,Habitación,pendiente
7901040,1130322747,2023-02-24,Estudiante,Habitación,pendiente
7942357,1453266046,2022-11-13,Docente,Habitación,pendiente
7961677,1636362102,2022-11-19,Docente,Apartamento completo,pendiente
7707295,1027857600,2023-01-14,Colaborador,Apartamento completo,pendiente
7748825,1190414938,2022-12-03,Estudiante,Apartamento completo,pendiente
4942541,1087385753,2022-12-11,Colaborador,Apartamento completo,pendiente
7973683,1885058429,2023-02-12,Docente,Apartamento completo,pendiente
7924803,1895542021,2022-12-11,Otra,Habitación,pendiente
6067717,1773320594,2023-01-14,Colaborador,Apartamento completo,pendiente
7969643,1075931919,2022-11-20,Docente,Habitación,pendiente
7958117,1736160740,2022-12-29,Estudiante,Apartamento completo,pendiente
6260701,1658203685,2023-02-23,Colaborador,Apartamento completo,pendiente
7920590,1262630371,2022-12-18,Estudiante,Apartamento completo,pendiente
7886184,1306399556,2022-12-05,Colaborador,Habitación,pendiente
5800424,1273429760,2023-01-20,Otra,Habitación,pendiente
7807327,1600149409,2023-01-27,Otra,Apartamento completo,pendiente
5713143,1444392923,2022-12-12,Estudiante,Habitación,pendiente
7962780,1624340992,2023-02-20,Colaborador,Habitación,pendiente
7919451,1393570300,2022-12-10,Docente,Apartamento completo,pendiente
7895244,1247793675,2023-02-25,Docente,Habitación,pendiente
7939291,1657757467,2023-01-05,Otra,Apartamento completo,pendiente
7919682,1949842707,2023-03-15,Estudiante,Habitación,pendiente
7653862,1550559371,2022-12-06,Docente,Habitación,pendiente
7958117,1012614212,2023-01-27,Colaborador,Apartamento completo,pendiente
7124999,1290593207,2023-01-27,Docente,Apartamento completo,pendiente
7973644,1917947603,2023-02-28,Docente,Apartamento completo,pendiente
7792128,1635904087,2023-03-05,Estudiante,Habitación,pendiente
7926260,1663938665,2022-12-22,Colaborador,Apartamento completo,pendiente
7865028,1885243636,2023-02-11,Estudiante,Apartamento completo,pendiente
7889240,1288721760,2023-01-23,Otra,Habitación,pendiente
7741588,1676476493,2023-02-06,Colaborador,Habitación,pendiente
3886881,1286810998,2023-03-14,Colaborador,Apartamento completo,pendiente
7957544,1880764470,2023-03-01,Otra,Habitación,pendiente
7969080,1825937865,2023-01-11,Docente,Apartamento completo,pendiente
10038200,1494859573,2022-12-09,Docente,Habitación,pendiente
6977667,1373891855,2023-01-18,Colaborador,Habitación,pendiente
7029503,1313928627,2022-12-18,Docente,Apartamento completo,pendiente
7944536,1942195612,2023-03-12,Colaborador,Habitación,pendiente
7935892,1347787141,2022-12-31,Colaborador,Habitación,pendiente
7962212,1136346004,2022-11-29,Estudiante,Habitación,pendiente
7938182,1662758165,2022-12-06,Estudiante,Habitación,pendiente
7702274,1559728743,2022-12-31,Colaborador,Apartamento completo,pendiente
7919766,1418804333,2022-12-24,Colaborador,Apartamento completo,pendiente
7928862,1604584740,2023-02-20,Otra,Habitación,pendiente
7937042,1676657434,2023-01-16,Docente,Apartamento completo,pendiente
7935496,1933533678,2023-01-05,Otra,Apartamento completo,pendiente
7919284,1308263482,2022-12-29,Colaborador,Apartamento completo,pendiente
7938604,1779357733,2022-12-01,Docente,Apartamento completo,pendiente
7898572,1334503393,2022-11-08,Otra,Habitación,pendiente
10025646,1266031576,2023-01-13,Docente,Apartamento completo,pendiente
7556867,1645446077,2023-03-04,Estudiante,Habitación,pendiente
7224781,1650751999,2023-01-23,Otra,Habitación,pendiente
7963846,1342819978,2022-11-01,Docente,Habitación,pendiente
7942977,1447885142,2023-01-31,Otra,Apartamento completo,pendiente
7831439,1662786850,2023-01-15,Docente,Apartamento completo,pendiente
7973203,1238027440,2022-12-25,Otra,Habitación,pendiente
7870819,1280292828,2022-12-13,Docente,Apartamento completo,pendiente
7967973,1326805642,2023-01-12,Estudiante,Habitación,pendiente
7935978,1586486457,2023-01-09,Otra,Apartamento completo,pendiente
7704371,1799858068,2023-01-24,Estudiante,Habitación,pendiente
7893419,1958231142,2022-12-22,Estudiante,Apartamento completo,pendiente
7966739,1524540191,2023-02-06,Docente,Habitación,pendiente
7966173,1931351652,2023-01-25,Colaborador,Habitación,pendiente
7963433,1850071221,2023-01-25,Docente,Habitación,pendiente
7918343,1373588328,2023-01-30,Colaborador,Apartamento completo,pendiente
7947421,1683194973,2023-02-12,Otra,Habitación,pendiente
7962566,1928440442,2023-01-15,Estudiante,Habitación,pendiente
5875772,1936679470,2023-01-30,Otra,Apartamento completo,pendiente
7962507,1070989412,2023-03-11,Otra,Habitación,pendiente
7920590,1246442375,2023-02-11,Docente,Habitación,pendiente
7943880,1474130534,2023-02-21,Otra,Habitación,pendiente
7964234,1765942507,2023-01-04,Otra,Apartamento completo,pendiente
7901560,1011221982,2023-03-14,Docente,Habitación,pendiente
7974528,1851660118,2022-12-17,Estudiante,Habitación,pendiente
7870042,1225458728,2022-11-16,Otra,Apartamento completo,pendiente
7256605,1019649493,2023-03-15,Docente,Habitación,pendiente
7961006,1856164785,2023-02-08,Otra,Apartamento completo,pendiente
7966739,1546551131,2022-12-16,Colaborador,Apartamento completo,pendiente
7934147,1028944917,2022-11-24,Docente,Habitación,pendiente
7963433,1957249482,2022-12-23,Colaborador,Habitación,pendiente
10019413,1009864702,2022-11-08,Docente,Habitación,pendiente
7961574,1269918925,2023-01-21,Estudiante,Apartamento completo,pendiente
7707295,1072659628,2023-03-12,Colaborador,Apartamento completo,pendiente
7698637,1695811864,2022-12-13,Colaborador,Apartamento completo,pendiente
7944902,1242110902,2023-02-26,Docente,Habitación,pendiente
7955378,1823971198,2022-12-08,Colaborador,Apartamento completo,pendiente
7794988,1598716168,2023-03-14,Otra,Habitación,pendiente
7941153,1842733994,2023-01-18,Estudiante,Apartamento completo,pendiente
7492943,1045187440,2023-02-22,Estudiante,Apartamento completo,pendiente
7959691,1341822696,2022-11-14,Colaborador,Apartamento completo,pendiente
7972007,1721121137,2022-12-08,Docente,Habitación,pendiente
7939793,1133176901,2023-01-11,Otra,Habitación,pendiente
7946151,1786385644,2023-01-14,Otra,Apartamento completo,pendiente
7972007,1572792748,2023-02-13,Colaborador,Habitación,pendiente
3595534,1981473987,2022-11-25,Colaborador,Habitación,pendiente
7387828,1695796720,2022-11-08,Docente,Apartamento completo,pendiente
7918540,1569443703,2022-11-27,Colaborador,Habitación,pendiente
7966164,1277407476,2023-02-03,Docente,Apartamento completo,pendiente
7793450,1517731808,2023-01-29,Estudiante,Apartamento completo,pendiente
6981782,1491783137,2023-01-17,Estudiante,Habitación,pendiente
7934390,1930231573,2023-02-28,Estudiante,Apartamento completo,pendiente
7942355,1300774265,2023-01-30,Otra,Apartamento completo,pendiente
7951833,1139789096,2023-03-10,Docente,Apartamento completo,pendiente
7918343,1275493700,2022-11-24,Otra,Apartamento completo,pendiente
7868722,1985168275,2023-03-15,Docente,Apartamento completo,pendiente
7966393,1579355105,2023-01-14,Estudiante,Apartamento completo,pendiente
7932718,1530211151,2022-11-10,Estudiante,Habitación,pendiente
7807327,1020008419,2022-12-26,Docente,Apartamento completo,pendiente
7915072,1702748072,2022-11-26,Estudiante,Habitación,pendiente
7962377,1328154752,2023-03-01,Colaborador,Habitación,pendiente
7812728,1077203307,2022-12-30,Estudiante,Habitación,pendiente
7970185,1689604128,2023-02-09,Colaborador,Apartamento completo,pendiente
7723616,1399712197,2023-01-25,Colaborador,Apartamento completo,pendiente
7910203,1796883566,2022-11-13,Docente,Habitación,pendiente
7961677,1446494799,2023-01-07,Otra,Habitación,pendiente
7944902,1806921563,2022-12-25,Colaborador,Habitación,pendiente
6841831,1991582318,2023-01-11,Estudiante,Habitación,pendiente
7907970,1281818588,2022-12-08,Docente,Habitación,pendiente
7819241,1337713077,2023-01-06,Docente,Habitación,pendiente
7854815,1478944792,2023-02-03,Otra,Apartamento completo,pendiente
6337443,1334000664,2023-01-18,Colaborador,Habitación,pendiente
7022049,1865146106,2023-03-15,Estudiante,Habitación,pendiente
7960922,1672306962,2022-11-23,Otra,Apartamento completo,pendiente
7256605,1699380876,2023-02-17,Otra,Habitación,pendiente
7972945,1193913399,2023-02-24,Estudiante,Apartamento completo,pendiente
7958471,1652722029,2022-11-01,Estudiante,Habitación,pendiente
7966772,1095859092,2022-11-04,Estudiante,Habitación,pendiente
7883741,1206549106,2022-12-04,Docente,Apartamento completo,pendiente
7812728,1609167786,2022-12-22,Estudiante,Habitación,pendiente
7946624,1790836334,2022-11-08,Docente,Habitación,pendiente
7961870,1005459316,2022-12-14,Otra,Apartamento completo,pendiente
7966772,1927246708,2023-01-07,Docente,Apartamento completo,pendiente
7967007,1810792638,2023-02-20,Otra,Apartamento completo,pendiente
7933311,1993377938,2022-12-17,Docente,Habitación,pendiente
7924149,1522090370,2022-11-09,Estudiante,Apartamento completo,pendiente
7939700,1890779543,2023-02-02,Otra,Habitación,pendiente
7963193,1658522056,2022-12-18,Docente,Habitación,pendiente
7966273,1440648207,2022-11-07,Otra,Apartamento completo,pendiente
7928591,1333105660,2023-01-03,Otra,Apartamento completo,pendiente
7233114,1434376294,2023-01-13,Estudiante,Apartamento completo,pendiente
10038200,1874824982,2023-03-10,Colaborador,Apartamento completo,pendiente
7934147,1694007229,2023-02-13,Otra,Apartamento completo,pendiente
7962381,1173929387,2023-01-09,Colaborador,Habitación,pendiente
5060020,1469166428,2023-02-10,Otra,Habitación,pendiente
7928591,1888075508,2022-11-22,Colaborador,Habitación,pendiente
7863009,1501590408,2023-01-29,Estudiante,Habitación,pendiente
7943595,1953603345,2023-03-11,Docente,Apartamento completo,pendiente
7449455,1754918043,2023-02-28,Colaborador,Apartamento completo,pendiente
7959542,1231585278,2023-01-18,Otra,Habitación,pendiente
7970185,1242224234,2023-02-16,Colaborador,Habitación,pendiente
7963204,1417504497,2022-11-03,Estudiante,Apartamento completo,pendiente
7764225,1083547152,2022-12-27,Docente,Apartamento completo,pendiente
7585696,1511817850,2023-01-23,Estudiante,Habitación,pendiente
5655109,1762073457,2022-11-23,Estudiante,Habitación,pendiente
7944536,1918857906,2022-12-10,Colaborador,Apartamento completo,pendiente
7966144,1547289116,2022-12-24,Otra,Habitación,pendiente
6067717,1709398864,2022-11-26,Estudiante,Apartamento completo,pendiente
6468891,1545643869,2023-01-31,Docente,Habitación,pendiente
7950530,1784182921,2023-02-24,Docente,Apartamento completo,pendiente
7967450,1393465559,2023-01-12,Colaborador,Habitación,pendiente
7928363,1584758678,2022-12-18,Colaborador,Habitación,pendiente
7974436,1992698840,2023-02-21,Otra,Habitación,pendiente
7934634,1779110572,2022-12-28,Colaborador,Habitación,pendiente
6977667,1124548807,2023-02-12,Estudiante,Habitación,pendiente
7714937,1783995722,2023-01-17,Colaborador,Apartamento completo,pendiente
7788288,1353693220,2023-03-10,Estudiante,Apartamento completo,pendiente
7962212,1277546798,2023-03-11,Docente,Apartamento completo,pendiente
7955309,1631978134,2022-11-27,Estudiante,Apartamento completo,pendiente
7959550,1433731578,2022-11-29,Estudiante,Apartamento completo,pendiente
7922777,1371048590,2022-11-15,Colaborador,Apartamento completo,pendiente
7906191,1042178070,2023-02-23,Docente,Apartamento completo,pendiente
7932620,1663203322,2023-01-08,Colaborador,Habitación,pendiente
7931432,1982004901,2023-01-21,Estudiante,Apartamento completo,pendiente
7914023,1251396391,2023-02-03,Colaborador,Habitación,pendiente
7959833,1281778173,2022-12-24,Colaborador,Habitación,pendiente
7799371,1958206307,2022-12-18,Estudiante,Apartamento completo,pendiente
7080973,1901524653,2023-02-05,Colaborador,Apartamento completo,pendiente
7961726,1098559802,2023-01-08,Docente,Habitación,pendiente
7891167,1934355722,2022-12-16,Otra,Apartamento completo,pendiente
7920590,1614408137,2022-11-24,Otra,Habitación,pendiente
7969080,1159637065,2022-11-20,Estudiante,Apartamento completo,pendiente
7938073,1356391329,2022-12-16,Estudiante,Apartamento completo,pendiente
7243392,1409558466,2022-11-18,Estudiante,Habitación,pendiente
7893822,1958622960,2023-02-11,Colaborador,Apartamento completo,pendiente
7863009,1863018479,2022-12-10,Colaborador,Apartamento completo,pendiente
7969665,1950909290,2022-11-09,Otra,Apartamento completo,pendiente
7966173,1426671980,2022-12-09,Otra,Habitación,pendiente
7972267,1970747316,2022-11-28,Colaborador,Habitación,pendiente
7888112,1297568948,2023-03-09,Docente,Apartamento completo,pendiente
7870042,1584305360,2023-01-07,Docente,Habitación,pendiente
7888585,1693431419,2022-11-21,Estudiante,Habitación,pendiente
7172507,1397103642,2022-11-30,Colaborador,Habitación,pendiente
7961021,1678525830,2022-12-02,Otra,Habitación,pendiente
7974436,1271258311,2023-03-07,Otra,Habitación,pendiente
7936927,1257801039,2023-01-20,Colaborador,Apartamento completo,pendiente
7956228,1442749387,2022-12-06,Otra,Apartamento completo,pendiente
7934212,1555680679,2022-11-06,Colaborador,Habitación,pendiente
7938854,1766248425,2023-01-31,Estudiante,Habitación,pendiente
7964234,1358744071,2023-01-17,Otra,Apartamento completo,pendiente
7818468,1412824125,2022-11-10,Colaborador,Apartamento completo,pendiente
7637973,1006923416,2023-03-08,Docente,Apartamento completo,pendiente
7963929,1535218131,2023-01-05,Estudiante,Apartamento completo,pendiente
7950778,1200045260,2023-03-08,Docente,Apartamento completo,pendiente
7697089,1182994030,2023-01-06,Estudiante,Habitación,pendiente
10021013,1656557276,2023-01-02,Docente,Apartamento completo,pendiente
6860569,1152924730,2023-01-09,Docente,Apartamento completo,pendiente
7569247,1693308572,2023-01-07,Otra,Apartamento completo,pendiente
7930870,1569910483,2022-12-08,Estudiante,Apartamento completo,pendiente
7942355,1956462744,2023-01-23,Colaborador,Habitación,pendiente
6558607,1087092687,2023-02-11,Estudiante,Apartamento completo,pendiente
7942362,1913866808,2022-11-27,Docente,Habitación,pendiente
6263626,1446314440,2023-02-20,Colaborador,Apartamento completo,pendiente
7896896,1812331997,2023-02-14,Colaborador,Apartamento completo,pendiente
7959114,1357351965,2023-02-21,Otra,Habitación,pendiente
7911402,1741478215,2023-02-25,Estudiante,Apartamento completo,pendiente
7974760,1851952437,2022-11-02,Docente,Apartamento completo,pendiente
7962377,1979005125,2022-11-10,Estudiante,Apartamento completo,pendiente
6260701,1669145806,2023-01-05,Docente,Apartamento completo,pendiente
7957911,1821513265,2023-01-23,Colaborador,Apartamento completo,pendiente
7800080,1484262781,2023-02-12,Otra,Apartamento completo,pendiente
7928363,1214837509,2022-12-20,Colaborador,Habitación,pendiente
7843795,1739913204,2022-12-23,Otra,Apartamento completo,pendiente
7723616,1365561954,2023-01-21,Colaborador,Habitación,pendiente
7850348,1608366255,2022-12-15,Docente,Apartamento completo,pendiente
7870042,1389210415,2023-01-26,Otra,Habitación,pendiente
7890684,1442512998,2022-12-12,Docente,Apartamento completo,pendiente
7942829,1214557054,2022-12-31,Otra,Habitación,pendiente
7934212,1661396481,2023-01-03,Docente,Apartamento completo,pendiente
7888112,1492813496,2023-03-11,Otra,Habitación,pendiente
7921227,1476353072,2022-12-03,Otra,Habitación,pendiente
7936927,1608340579,2022-12-06,Colaborador,Apartamento completo,pendiente
7847168,1868563463,2023-03-06,Estudiante,Habitación,pendiente
7704371,1801707956,2022-12-23,Estudiante,Habitación,pendiente
7776082,1769946709,2023-02-27,Docente,Habitación,pendiente
7708063,1072346509,2023-02-21,Otra,Habitación,pendiente
7960128,1342724422,2022-12-02,Estudiante,Apartamento completo,pendiente
7220450,1857823656,2022-11-24,Colaborador,Apartamento completo,pendiente
7940584,1260294556,2022-11-12,Estudiante,Apartamento completo,pendiente
7950530,1269108176,2022-11-08,Docente,Apartamento completo,pendiente
7831439,1985472058,2022-12-20,Estudiante,Habitación,pendiente
7906191,1695766442,2022-11-05,Docente,Habitación,pendiente
10028708,1969929065,2022-12-31,Otra,Apartamento completo,pendiente
6563762,1607214357,2023-03-13,Otra,Apartamento completo,pendiente
7944424,1663657781,2022-12-09,Colaborador,Apartamento completo,pendiente
7959560,1440177175,2023-02-05,Colaborador,Apartamento completo,pendiente
7959179,1881617041,2023-01-21,Docente,Apartamento completo,pendiente
7951601,1162750486,2023-03-12,Colaborador,Habitación,pendiente
7939537,1165147852,2023-03-13,Colaborador,Apartamento completo,pendiente
7969564,1647242381,2023-01-21,Estudiante,Apartamento completo,pendiente
7965733,1199733986,2023-03-03,Colaborador,Apartamento completo,pendiente
7958115,1919933061,2022-11-11,Otra,Apartamento completo,pendiente
7179496,1529405619,2022-11-27,Colaborador,Habitación,pendiente
7965733,1730404445,2023-01-18,Colaborador,Habitación,pendiente
7919817,1183172111,2023-01-15,Docente,Apartamento completo,pendiente
7015234,1207352989,2023-01-20,Estudiante,Habitación,pendiente
7968329,1810999128,2023-01-10,Docente,Habitación,pendiente
7972725,1705330099,2022-12-04,Colaborador,Apartamento completo,pendiente
7776082,1640009810,2022-12-19,Otra,Habitación,pendiente
7540633,1807206720,2023-03-05,Docente,Apartamento completo,pendiente
7935277,1188666671,2022-12-25,Estudiante,Apartamento completo,pendiente
5619944,1396670851,2023-02-28,Colaborador,Habitación,pendiente
7901040,1690720186,2022-11-03,Docente,Apartamento completo,pendiente
7962566,1767782811,2022-11-18,Colaborador,Apartamento completo,pendiente
6977339,1465122307,2022-11-21,Colaborador,Habitación,pendiente
7943595,1357527198,2023-01-27,Otra,Apartamento completo,pendiente
7961618,1326613891,2023-01-24,Colaborador,Apartamento completo,pendiente
6977665,1004462835,2023-01-14,Docente,Apartamento completo,pendiente
7940548,1654655877,2022-12-05,Colaborador,Apartamento completo,pendiente
7918540,1035221712,2023-02-16,Otra,Habitación,pendiente
7968237,1657590526,2022-12-13,Colaborador,Apartamento completo,pendiente
7946151,1859202837,2022-12-22,Docente,Habitación,pendiente
7966511,1477895578,2022-12-26,Docente,Apartamento completo,pendiente
7490289,1238526716,2022-12-17,Docente,Apartamento completo,pendiente
7965858,1577262594,2022-11-29,Otra,Habitación,pendiente
7969643,1459811222,2023-01-13,Otra,Apartamento completo,pendiente
7961348,1531205987,2022-12-23,Estudiante,Apartamento completo,pendiente
7965733,1255711112,2022-12-10,Docente,Apartamento completo,pendiente
7233114,1922534861,2023-03-07,Colaborador,Apartamento completo,pendiente
7376376,1889604919,2022-11-02,Docente,Apartamento completo,pendiente
7923802,1051437899,2022-11-01,Otra,Apartamento completo,pendiente
10019413,1643374799,2023-01-29,Colaborador,Apartamento completo,pendiente
7942355,1676531223,2023-01-21,Otra,Apartamento completo,pendiente
7819241,1951100911,2022-11-02,Estudiante,Apartamento completo,pendiente
7854815,1849398121,2023-02-01,Otra,Habitación,pendiente
7920371,1598011557,2022-11-13,Docente,Habitación,pendiente
7923802,1097437715,2023-01-29,Colaborador,Apartamento completo,pendiente
7970874,1459668890,2022-12-15,Colaborador,Apartamento completo,pendiente
7902781,1888975352,2022-12-02,Otra,Apartamento completo,pendiente
7889240,1611845936,2022-11-22,Otra,Apartamento completo,pendiente
7957885,1063636845,2023-01-05,Otra,Habitación,pendiente
7165567,1872941681,2022-11-08,Colaborador,Apartamento completo,pendiente
7958471,1712439291,2023-03-04,Colaborador,Apartamento completo,pendiente
7943595,1159371681,2022-11-17,Colaborador,Apartamento completo,pendiente
7087876,1663687114,2023-01-12,Docente,Apartamento completo,pendiente
7859664,1245323893,2023-01-04,Docente,Apartamento completo,pendiente
7894550,1305446388,2023-01-01,Otra,Apartamento completo,pendiente
7544372,1942138067,2023-02-09,Otra,Habitación,pendiente
7125039,1849387671,2023-02-17,Estudiante,Apartamento completo,pendiente
7966821,1259608111,2023-01-17,Docente,Apartamento completo,pendiente
7936601,1111830379,2023-02-14,Otra,Habitación,pendiente
6799315,1748765969,2023-02-22,Docente,Apartamento completo,pendiente
7179496,1408481295,2022-12-19,Otra,Apartamento completo,pendiente
7923210,1194512228,2023-03-10,Estudiante,Apartamento completo,pendiente
7904822,1011760486,2023-01-13,Estudiante,Habitación,pendiente
7907281,1500351658,2023-01-30,Estudiante,Apartamento completo,pendiente
7948919,1729127381,2022-11-11,Docente,Habitación,pendiente
7901560,1375553112,2022-12-20,Otra,Apartamento completo,pendiente
7965439,1461253150,2022-11-01,Docente,Apartamento completo,pendiente
7866295,1539370707,2022-11-14,Estudiante,Apartamento completo,pendiente
7973644,1832407153,2023-01-17,Estudiante,Habitación,pendiente
7022401,1451889220,2022-12-25,Colaborador,Habitación,pendiente
7909802,1594592706,2023-01-22,Estudiante,Apartamento completo,pendiente
6553384,1861789986,2023-01-12,Docente,Apartamento completo,pendiente
6977709,1323142379,2022-11-07,Colaborador,Apartamento completo,pendiente
7901821,1380660401,2022-11-11,Colaborador,Habitación,pendiente
7854471,1441460819,2023-01-28,Estudiante,Apartamento completo,pendiente
7974784,1540355350,2023-01-08,Estudiante,Habitación,pendiente
10028708,1961812314,2023-01-15,Estudiante,Habitación,pendiente
7944424,1174723095,2023-03-05,Colaborador,Apartamento completo,pendiente
6977633,1185031429,2022-11-25,Otra,Apartamento completo,pendiente
7943375,1392389591,2023-02-10,Colaborador,Habitación,pendiente
7942707,1962652323,2023-02-20,Docente,Habitación,pendiente
7961870,1377085786,2023-01-28,Docente,Apartamento completo,pendiente
4942541,1114447117,2022-12-28,Docente,Apartamento completo,pendiente
7926260,1827800260,2022-12-10,Colaborador,Apartamento completo,pendiente
7969281,1921601043,2023-02-23,Docente,Habitación,pendiente
7954692,1433412736,2023-01-25,Docente,Habitación,pendiente
7080248,1519433595,2022-11-13,Docente,Apartamento completo,pendiente
7913209,1917692952,2023-02-14,Colaborador,Apartamento completo,pendiente
7928363,1949742177,2022-12-28,Otra,Apartamento completo,pendiente
4942541,1379661049,2023-01-20,Docente,Apartamento completo,pendiente
7928862,1106142825,2022-11-24,Otra,Habitación,pendiente
7754773,1777757251,2022-11-28,Estudiante,Apartamento completo,pendiente
7869162,1540639647,2022-11-15,Docente,Apartamento completo,pendiente
6977664,1307871575,2023-01-20,Otra,Apartamento completo,pendiente
7352557,1615292450,2023-01-17,Docente,Apartamento completo,pendiente
7175533,1771061737,2022-12-05,Colaborador,Apartamento completo,pendiente
7854345,1775930676,2023-01-05,Otra,Apartamento completo,pendiente
7958117,1415420185,2022-12-01,Docente,Habitación,pendiente
7918922,1623931447,2023-03-03,Colaborador,Apartamento completo,pendiente
6530018,1043453078,2023-01-01,Docente,Apartamento completo,pendiente
7371359,1266631259,2022-11-21,Estudiante,Habitación,pendiente
7945231,1480603698,2023-02-27,Colaborador,Apartamento completo,pendiente
10033406,1482800336,2023-01-10,Docente,Apartamento completo,pendiente
6908409,1936828154,2023-03-14,Colaborador,Apartamento completo,pendiente
7866749,1399232218,2023-03-11,Estudiante,Apartamento completo,pendiente
7938362,1651585173,2023-01-04,Otra,Apartamento completo,pendiente
3886881,1707348129,2022-12-17,Estudiante,Apartamento completo,pendiente
7961920,1606336108,2022-11-01,Estudiante,Habitación,pendiente
7676671,1240004433,2023-03-06,Estudiante,Habitación,pendiente
7972267,1304764876,2022-12-29,Estudiante,Apartamento completo,pendiente
7951177,1129019240,2023-03-10,Otra,Apartamento completo,pendiente
7934140,1306743598,2022-12-01,Docente,Apartamento completo,pendiente
7958425,1520295198,2022-12-25,Colaborador,Habitación,pendiente
7901560,1378634485,2022-11-24,Colaborador,Apartamento completo,pendiente
7019858,1013843010,2022-11-03,Colaborador,Apartamento completo,pendiente
7942362,1522869243,2023-03-09,Docente,Habitación,pendiente
7958115,1992602778,2023-01-12,Colaborador,Apartamento completo,pendiente
7935496,1224749099,2022-12-09,Estudiante,Apartamento completo,pendiente
7946654,1567990794,2023-03-14,Colaborador,Apartamento completo,pendiente
7945112,1691724827,2022-11-05,Otra,Apartamento completo,pendiente
7969879,1862751347,2022-12-07,Otra,Apartamento completo,pendiente
7776540,1250270062,2023-02-02,Colaborador,Apartamento completo,pendiente
7551215,1748695154,2023-02-26,Colaborador,Habitación,pendiente
6977665,1023870855,2023-02-22,Otra,Habitación,pendiente
7774349,1344009980,2023-01-28,Colaborador,Habitación,pendiente
7957707,1839713449,2022-12-17,Colaborador,Habitación,pendiente
7034025,1823446388,2023-02-07,Colaborador,Habitación,pendiente
7942353,1146489777,2023-02-03,Colaborador,Apartamento completo,pendiente
7918343,1798794154,2023-01-19,Estudiante,Apartamento completo,pendiente
